transaction_amount,transaction_hour,location_risk,device_risk,previous_failed_attempts,is_fraud
198611,15,9,4,1,1
14651,19,4,9,3,0
93387,12,3,2,6,1
24378,11,1,1,1,0
15241,9,2,3,2,0
68013,13,3,7,5,0
33715,1,4,9,3,0
122158,2,7,2,3,1
193923,8,6,6,4,1
112784,10,8,3,5,1
27552,10,9,5,7,0
153897,21,6,9,2,1
50491,9,7,3,5,0
120388,13,4,1,1,1
113635,8,2,5,4,1
142870,19,9,1,2,1
86811,20,9,8,4,1
77950,9,4,7,5,0
109833,21,3,2,0,1
2465,8,6,9,5,1
97762,4,3,5,1,1
43472,7,1,7,4,0
44234,10,4,4,0,0
37923,0,1,1,1,0
71258,20,2,8,4,1
96176,9,3,1,4,1
133121,0,8,3,5,1
49496,21,4,6,6,0
108436,6,4,8,4,1
32012,13,9,8,4,1
57047,4,7,2,3,1
44487,16,2,9,6,1
195137,21,3,4,4,1
16608,20,4,4,5,0
45692,5,4,2,3,0
109349,15,8,1,3,1
2019,10,6,7,7,0
42695,9,3,3,0,0
140789,14,9,4,1,1
33398,6,8,9,3,0
138101,22,9,6,2,1
14556,1,5,1,3,0
109699,11,3,9,7,1
86776,18,4,9,2,0
83821,11,5,5,7,0
38024,15,9,8,7,1
24340,5,9,7,6,0
87481,2,3,8,0,0
9328,1,7,9,2,1
21786,19,6,2,0,0
12020,4,4,5,0,0
7532,10,5,8,0,0
194747,2,2,3,2,1
110607,2,7,6,2,1
130609,21,4,6,0,1
71825,4,2,7,6,0
165082,21,6,3,0,1
121864,22,2,8,6,1
161398,10,2,8,1,1
59199,2,7,9,6,1
112657,12,1,8,6,1
86860,20,7,3,6,0
18113,7,5,6,0,0
21546,19,1,9,4,1
105309,9,6,1,1,1
193681,1,7,3,1,1
102361,3,1,2,7,1
95839,17,9,8,1,1
657,18,7,6,4,0
161838,3,1,8,1,1
168561,19,3,2,1,1
178872,8,5,6,2,1
130978,15,4,7,5,1
99243,5,2,8,7,1
24678,3,1,9,2,0
74879,8,4,5,0,0
140768,12,7,3,7,1
57600,8,4,2,0,0
72634,5,9,8,7,1
10229,20,8,1,6,0
194566,18,8,6,3,1
197218,13,5,2,7,1
11696,20,1,3,5,0
65455,14,9,8,4,1
13074,2,2,1,2,0
197845,4,6,6,7,1
112104,20,5,3,0,1
126894,17,8,6,4,1
70302,13,3,3,1,0
74542,15,6,8,4,1
152990,13,6,5,2,1
174418,8,3,4,5,1
55698,14,7,9,3,0
133826,6,4,5,6,1
33858,13,5,4,2,0
24304,5,9,8,6,1
127409,20,6,8,5,1
166100,14,4,8,0,1
184781,19,8,4,6,1
30652,7,9,1,0,0
141508,1,5,2,4,1
47137,7,2,4,2,0
147378,0,6,2,0,1
34931,16,8,3,1,0
43663,18,5,9,1,0
18461,4,1,9,3,0
41435,21,8,9,4,1
74569,19,9,7,0,0
25916,15,1,4,3,0
146791,6,8,1,1,1
92579,6,2,3,3,1
26919,17,4,8,7,1
142913,17,2,4,3,1
122430,1,2,2,0,1
8898,14,3,8,0,0
156315,13,8,7,0,1
49795,17,4,9,4,1
163919,8,7,2,6,1
129644,13,3,5,3,1
152354,4,3,6,3,1
9515,10,2,2,4,0
142257,7,6,2,1,1
146180,4,6,4,2,1
87738,10,1,8,6,1
18552,4,7,5,1,1
195247,16,4,9,4,1
139292,21,3,4,6,1
195557,3,8,3,6,1
110305,14,2,8,3,1
18270,18,9,1,3,0
16359,21,8,9,0,0
22199,1,8,4,0,1
140821,23,3,9,7,1
129494,16,4,8,3,1
59358,11,2,3,3,0
172209,23,2,3,5,1
11905,16,4,9,6,1
43247,9,6,3,0,0
74380,17,5,4,0,0
177225,18,1,9,1,1
106877,17,1,4,3,1
97941,12,6,3,6,1
124826,13,3,7,3,1
128459,23,3,6,4,1
76315,15,7,1,1,0
113009,17,1,8,2,1
95465,17,1,1,2,1
11085,15,3,4,2,0
12491,16,8,6,6,0
4961,6,1,6,5,0
194754,11,4,7,0,1
183100,1,9,5,6,1
34464,9,4,5,2,0
82499,4,8,4,4,1
43023,20,7,6,7,0
139091,2,3,7,6,1
187068,18,7,1,6,1
85918,12,7,9,7,1
178568,11,3,8,0,1
166012,2,2,7,0,1
173427,5,9,9,2,1
71260,13,1,3,0,0
128265,3,7,4,7,1
139348,12,4,7,1,1
33629,18,2,6,7,0
187578,17,2,2,7,1
144113,2,8,2,1,1
1769,19,7,7,7,0
117473,5,7,9,2,1
44959,15,5,9,6,1
55886,19,8,7,4,0
182255,23,2,8,0,1
171248,2,2,3,3,1
20423,11,5,1,6,0
6121,18,1,7,2,0
39907,18,6,8,5,1
128405,23,4,2,0,1
50455,3,6,9,2,0
113515,0,7,4,7,1
175904,1,3,9,2,1
8811,12,8,3,4,0
194251,12,7,8,3,1
8004,1,1,2,0,0
64133,18,6,3,2,0
86578,21,7,1,2,0
120135,23,4,5,6,1
186268,15,2,4,0,1
3193,11,9,1,7,0
25018,0,7,9,2,1
193808,8,1,6,2,1
189978,16,8,6,2,1
140566,9,3,2,1,1
124601,17,4,7,1,1
92610,18,5,9,3,1
93808,6,1,6,4,1
97919,18,6,8,6,1
144452,23,6,5,6,1
36403,14,2,2,0,0
27553,8,6,4,4,0
108986,9,8,1,7,1
60795,22,6,1,4,0
199621,19,4,6,6,1
156937,19,4,2,7,1
133512,3,9,6,1,1
38157,5,6,1,3,0
131769,3,8,3,7,1
189160,4,8,9,7,1
94755,8,7,2,4,1
15125,11,3,8,6,1
7245,22,1,6,4,0
101306,7,5,6,2,1
186969,20,2,7,0,1
41823,4,2,5,3,0
73330,10,7,4,6,0
136002,22,3,6,0,1
155102,10,8,8,7,1
154924,12,9,4,1,1
108238,13,8,5,4,1
62140,7,6,7,4,0
108768,17,5,6,5,1
198868,18,3,4,0,1
195820,11,3,4,1,1
55130,11,7,4,6,0
56915,17,5,1,5,0
112889,9,6,5,7,1
166862,6,6,8,5,1
58023,17,9,7,2,0
167744,11,1,5,5,1
185202,13,8,3,5,1
68004,14,5,1,2,0
160375,15,6,7,4,1
77188,1,6,3,4,0
5708,17,1,4,7,0
45767,11,3,5,3,0
55647,15,6,8,5,1
153657,12,9,7,0,1
141034,19,6,9,4,1
128491,16,6,3,1,1
76048,17,1,1,6,0
71980,2,9,1,0,1
57660,22,4,1,3,0
115163,9,2,2,5,1
94318,0,1,2,2,1
114562,5,3,7,3,1
159587,2,3,9,0,1
195695,18,5,8,2,1
150495,3,1,4,7,1
184386,19,7,2,1,1
18097,22,1,3,2,0
121366,2,4,5,2,1
188175,7,6,9,1,1
3779,7,1,8,4,1
40408,6,7,3,4,0
171014,1,7,9,2,1
196580,20,3,3,6,1
185110,5,4,8,2,1
5795,15,6,1,3,0
58599,9,7,4,6,0
23482,3,4,4,4,0
14335,12,9,6,1,0
193395,9,9,2,5,1
133538,20,9,7,5,1
158639,13,6,5,2,1
190488,8,2,6,2,1
112568,10,2,6,5,1
6864,22,4,6,3,0
113931,17,9,8,3,1
61936,10,3,4,3,0
32023,16,6,8,7,1
95811,1,2,9,0,1
16392,2,1,4,1,0
125013,10,5,1,0,1
132786,17,8,3,2,1
21039,2,2,1,3,0
18900,14,9,7,3,0
56540,10,8,1,5,0
154418,10,3,4,7,1
127621,19,1,1,5,1
183977,10,4,2,6,1
121427,18,8,1,3,1
49748,0,3,5,7,0
115292,4,2,7,4,1
188023,9,7,3,5,1
162860,9,4,8,1,1
93598,13,6,5,7,1
29864,1,5,5,0,0
32570,3,2,5,7,0
169673,1,2,8,1,1
57307,17,9,2,5,0
62257,12,2,2,3,0
134388,18,8,8,2,1
153244,4,8,9,7,1
93878,19,1,2,4,1
130116,1,1,4,5,1
124388,10,4,8,1,1
168304,17,2,2,7,1
110673,5,1,4,2,1
120830,22,9,1,5,1
149033,9,3,2,3,1
64286,21,1,7,6,0
5060,22,2,1,3,0
18881,16,8,1,3,0
31226,21,5,2,3,0
153750,10,7,4,5,1
106134,18,6,7,6,1
17983,16,1,4,4,0
29882,23,6,5,4,0
56487,3,7,4,1,1
148151,23,4,4,5,1
33846,13,8,9,7,1
66366,19,8,6,7,0
156,3,7,3,6,1
31557,13,2,6,7,0
133415,3,6,7,6,1
186203,5,6,7,3,1
132873,8,7,8,7,1
187553,20,6,4,4,1
181610,11,2,1,5,1
73939,7,8,6,2,0
80736,23,4,8,4,1
107797,3,9,5,7,1
66583,4,8,3,4,1
20605,5,3,4,6,0
137725,4,3,8,1,1
33625,18,8,6,4,0
96108,7,2,5,2,1
44448,8,9,9,3,0
7373,14,4,3,0,0
64336,3,6,7,1,0
134707,8,3,9,2,1
149849,6,3,4,1,1
107257,7,3,3,7,1
1008,14,2,1,5,0
108452,18,8,9,7,1
96067,14,9,1,3,1
89089,4,8,2,4,1
35179,18,3,9,7,1
111989,6,7,5,5,1
49423,5,2,4,4,0
176492,18,4,9,7,1
90009,16,6,9,6,1
46205,9,5,2,2,0
161336,18,9,3,3,1
133057,10,4,3,0,1
188991,14,5,5,0,1
1149,9,4,3,4,0
53381,10,8,6,5,0
43371,22,8,2,6,0
66797,2,3,6,3,0
197523,2,1,6,3,1
36634,17,6,2,2,0
93134,10,2,6,5,1
58197,19,2,6,0,0
184985,21,3,6,2,1
25137,17,8,5,7,0
167179,14,3,7,1,1
27378,6,7,5,3,0
139444,9,9,1,0,1
188355,20,8,9,2,1
99273,22,1,3,4,1
38394,19,7,2,1,0
73377,9,7,6,2,0
193681,12,8,8,4,1
4794,14,5,2,0,0
58250,22,9,4,0,0
67570,17,9,2,1,0
21656,22,8,9,4,1
195643,3,6,2,3,1
181027,19,6,2,6,1
49186,16,1,5,6,0
150079,2,6,5,0,1
179659,20,4,7,5,1
160330,20,4,1,3,1
151465,1,2,2,3,1
176933,3,4,6,6,1
99568,0,5,2,2,1
33487,14,5,4,7,0
171922,0,5,6,2,1
68702,5,4,7,0,0
152428,6,1,5,3,1
136766,18,8,8,2,1
2560,11,3,6,4,0
72456,0,2,5,4,0
54798,6,9,4,7,0
101846,18,7,6,4,1
16291,12,9,6,7,0
84731,11,2,6,4,0
10629,11,9,1,7,0
32275,21,9,6,7,0
17775,12,9,1,7,0
174330,13,4,5,3,1
46898,21,3,7,4,0
71010,11,6,1,3,0
130500,19,3,1,6,1
157148,11,9,6,0,1
194288,5,3,7,7,1
78778,9,2,6,0,0
62921,19,8,5,4,0
12304,23,6,6,4,0
186837,8,8,3,4,1
7494,1,7,9,7,1
64914,6,3,5,0,0
33693,8,8,2,2,0
173136,11,1,7,0,1
115164,4,1,3,4,1
53465,0,8,1,2,1
131615,21,9,3,7,1
159352,14,6,9,2,1
179963,7,5,5,1,1
174837,0,2,7,6,1
103800,17,9,3,3,1
97177,12,6,4,6,1
134637,0,8,1,4,1
68347,4,9,3,3,1
182731,17,9,7,1,1
156370,15,8,4,3,1
54840,9,8,2,4,0
153660,3,3,5,1,1
169687,0,3,5,3,1
27998,22,2,2,7,0
133091,7,1,6,0,1
181242,4,4,4,2,1
62713,1,2,1,6,0
96807,23,2,3,1,1
111877,16,5,9,0,1
47103,6,4,7,4,0
48578,16,1,6,2,0
145606,5,9,1,6,1
177418,21,4,9,1,1
167821,14,5,9,2,1
59130,4,7,1,5,1
184233,14,2,6,7,1
133171,17,8,7,5,1
146021,17,2,2,1,1
52900,20,5,8,1,0
5545,20,2,8,3,0
149212,22,2,6,2,1
195487,5,4,9,5,1
346,1,4,3,6,0
31253,16,8,2,5,0
5312,20,6,2,2,0
134511,3,8,6,5,1
56338,11,7,7,6,0
150566,18,4,6,0,1
53971,1,2,3,7,0
100772,1,9,5,5,1
34707,13,2,8,7,1
52155,14,1,6,5,0
104609,19,8,2,4,1
135567,1,9,7,0,1
127478,3,1,8,3,1
146462,18,7,4,1,1
87787,8,2,1,6,0
65178,6,6,2,5,0
134863,12,5,4,6,1
138642,11,1,7,3,1
135013,2,2,2,3,1
102752,12,2,6,0,1
63297,14,6,2,6,0
55873,13,1,7,1,0
148948,23,4,2,4,1
119043,8,5,3,3,1
27684,12,2,9,4,1
135472,22,2,4,1,1
3438,21,7,5,1,0
62701,3,7,9,7,1
136659,20,6,7,0,1
36382,7,1,8,6,1
115547,2,3,3,2,1
95898,1,9,4,6,1
131063,18,1,7,5,1
108711,22,2,4,0,1
159976,7,8,2,6,1
141087,16,7,6,4,1
11258,12,9,9,7,1
10647,6,4,2,6,0
88813,8,4,1,0,0
2559,11,7,8,1,0
159940,13,1,1,7,1
63246,13,9,1,3,0
103677,14,2,3,7,1
182042,2,1,5,7,1
107861,14,7,9,5,1
103827,18,6,2,5,1
50560,23,3,1,2,0
83070,19,1,1,1,0
191989,13,5,8,5,1
169419,7,4,2,7,1
15519,4,5,9,5,1
35677,18,1,9,3,0
3021,3,1,2,4,0
135848,13,5,3,4,1
180856,15,6,2,4,1
144635,19,5,6,0,1
156646,23,2,7,4,1
41035,5,9,6,4,0
125634,22,5,3,0,1
198177,5,5,3,7,1
189768,2,9,2,7,1
72928,14,3,2,7,0
123749,2,5,5,3,1
89162,10,5,8,1,0
55252,2,2,6,5,0
96591,9,4,9,2,1
86669,17,2,5,5,0
72567,0,5,4,7,0
183748,15,2,9,7,1
197799,15,9,5,4,1
156944,9,6,1,4,1
147535,0,8,5,6,1
159662,3,9,5,5,1
190176,2,8,5,7,1
122637,4,5,2,5,1
53906,11,5,6,6,0
131432,11,6,5,4,1
76092,12,1,2,7,0
22420,23,8,8,0,0
79071,11,2,6,7,0
173317,15,6,3,0,1
194860,12,9,9,0,1
48681,4,3,4,2,0
93745,23,2,3,1,1
20854,3,5,7,4,0
69937,20,9,8,3,0
138379,14,6,7,5,1
159092,11,8,1,5,1
123846,18,8,1,4,1
114880,20,7,5,4,1
87181,18,5,8,4,1
24116,20,2,3,5,0
60622,10,5,8,6,1
120996,20,7,3,4,1
185240,5,7,4,5,1
112199,8,2,7,1,1
151274,0,7,3,3,1
104529,11,6,4,0,1
2024,13,7,8,6,1
85115,5,8,4,3,0
105087,0,4,9,4,1
54433,21,1,4,3,0
177271,1,8,4,4,1
188518,23,8,5,3,1
126472,10,3,1,2,1
181234,2,3,7,7,1
131478,9,5,9,3,1
88595,5,3,9,7,1
69867,5,5,1,0,0
104432,19,8,6,0,1
143379,20,1,3,6,1
39526,1,2,4,3,0
6436,23,2,8,5,1
112300,9,4,4,7,1
17356,22,9,8,5,1
180989,5,2,4,5,1
33819,22,9,9,3,0
42117,16,7,6,5,0
45804,13,8,1,1,0
30113,4,1,2,3,0
80091,22,5,7,0,0
70358,16,9,7,7,0
78448,1,4,3,6,0
167948,8,2,1,5,1
10160,11,6,8,2,0
137827,18,2,7,5,1
50023,21,3,8,0,0
78663,6,8,1,1,0
135202,8,3,3,3,1
89879,20,2,2,5,0
164461,15,6,1,2,1
150911,19,3,5,7,1
99804,10,1,3,6,1
129257,11,3,8,0,1
110334,14,6,6,6,1
61787,17,3,9,6,1
36591,18,9,9,2,0
72215,15,7,6,7,0
118035,14,5,2,4,1
83878,4,2,9,0,0
135953,10,9,2,4,1
20548,14,5,3,2,0
51650,17,7,6,3,0
49394,12,9,2,3,0
21546,3,4,5,3,0
76679,16,9,2,6,0
114779,3,1,4,4,1
85715,15,6,3,6,0
17201,22,2,5,3,0
197350,14,8,6,6,1
28116,13,5,7,1,0
150104,11,3,8,0,1
175825,2,2,9,0,1
90581,9,8,4,7,1
52902,7,7,4,6,0
7649,5,9,7,7,0
156534,21,8,9,2,1
47942,13,4,2,5,0
46639,16,2,6,4,0
33817,20,2,8,0,0
185768,18,2,5,6,1
154188,15,6,5,4,1
186372,14,7,8,2,1
191459,14,6,1,3,1
115142,0,2,6,5,1
128022,23,4,9,2,1
92547,22,3,6,1,1
83502,22,4,7,3,0
42707,11,5,4,3,0
158793,9,7,1,3,1
12923,13,9,9,2,0
30086,9,2,6,1,0
121782,9,8,3,5,1
64425,19,3,4,4,0
128025,10,9,6,2,1
57871,21,4,6,0,0
55073,15,3,9,0,0
145862,8,6,4,2,1
39207,14,9,5,4,0
57988,13,7,5,0,0
11056,18,4,3,4,0
86939,8,3,2,3,0
187399,3,4,8,2,1
167705,20,3,9,3,1
187406,6,3,9,0,1
101231,21,9,5,4,1
67694,7,4,9,3,0
188073,23,9,4,0,1
11619,7,5,2,6,0
162287,18,7,3,1,1
197438,14,5,1,3,1
1932,15,1,5,1,0
172540,21,2,1,1,1
114022,22,5,1,5,1
105574,8,6,7,7,1
69815,11,7,2,0,0
71935,15,2,8,2,0
73466,3,9,6,4,1
37670,4,6,4,6,0
137787,7,2,9,0,1
38411,0,2,8,5,1
90345,5,3,3,5,1
103287,14,1,3,6,1
23534,3,9,4,3,1
86979,20,4,9,4,1
15839,10,5,9,5,1
66302,4,7,5,2,1
98680,17,1,9,0,1
79699,23,3,6,2,0
164821,14,3,8,3,1
178617,17,2,8,7,1
116870,19,8,7,0,1
39570,12,5,4,3,0
75065,4,1,4,4,0
125432,0,2,6,4,1
179793,21,1,9,7,1
129781,17,6,7,2,1
164098,13,9,5,2,1
114400,4,7,5,4,1
38097,5,5,8,1,0
191112,23,3,6,4,1
171896,15,8,1,6,1
97905,21,4,1,0,1
162876,20,9,9,6,1
122302,11,5,8,3,1
159563,19,6,6,4,1
194463,17,5,1,4,1
2626,1,7,2,7,1
155858,22,7,3,7,1
73439,20,1,3,5,0
6674,22,2,2,3,0
8833,12,7,2,5,0
50390,16,8,6,3,0
72893,16,4,7,6,0
36151,15,6,4,0,0
16009,20,3,1,3,0
77438,17,7,6,2,0
73532,7,3,7,7,0
28233,2,7,4,4,1
182743,16,8,6,7,1
79162,17,3,9,3,0
182080,22,2,4,0,1
142450,5,6,4,3,1
111646,7,4,5,4,1
51558,22,8,3,1,0
195437,12,2,2,3,1
187954,7,4,9,2,1
55515,18,2,1,7,0
54260,5,2,5,4,0
54499,22,2,5,0,0
25398,14,1,8,6,1
153363,9,4,6,6,1
188136,16,2,6,4,1
164264,0,9,6,5,1
89507,6,9,4,1,0
62613,12,7,1,0,0
51197,2,6,3,1,0
161451,18,3,6,6,1
145576,14,7,5,1,1
35298,4,1,1,2,0
50097,10,9,5,7,0
131739,21,4,2,6,1
192204,17,6,1,3,1
2279,2,6,4,2,0
2119,5,3,6,2,0
81555,2,4,7,5,0
149876,4,3,9,2,1
149202,8,6,5,0,1
126983,18,1,8,3,1
69545,12,8,8,3,0
73651,5,8,9,6,1
3520,10,9,3,0,0
59975,20,6,3,2,0
178825,20,1,9,2,1
16840,13,3,7,1,0
65363,5,1,4,6,0
105889,5,5,1,6,1
195731,16,3,7,1,1
19565,10,2,6,5,0
182604,14,3,3,4,1
4231,8,9,5,1,0
10752,20,8,3,3,0
196145,16,3,8,7,1
178319,23,2,5,0,1
47771,6,5,6,2,0
89442,6,1,2,4,0
19271,20,4,8,1,0
186864,0,8,9,6,1
58641,7,1,3,4,0
9570,4,5,6,0,0
192516,18,4,6,7,1
44408,7,6,2,0,0
181811,16,7,8,6,1
152498,18,9,5,4,1
135769,11,1,8,4,1
102940,22,4,8,5,1
161960,14,6,3,4,1
196192,3,7,5,2,1
49577,22,7,7,7,0
108361,11,8,5,7,1
102566,12,8,6,7,1
33171,13,8,2,3,0
193095,4,8,8,1,1
70660,21,8,5,6,0
188664,15,6,6,1,1
162942,6,9,1,7,1
76862,14,3,2,1,0
166571,12,6,4,4,1
188611,15,5,9,6,1
175587,11,8,6,4,1
143741,6,4,8,5,1
2469,15,4,2,4,0
110063,22,5,5,5,1
628,22,6,1,5,0
108906,12,4,4,2,1
161486,22,2,1,2,1
103079,2,2,9,2,1
149219,14,3,2,7,1
19848,2,2,7,2,0
35209,6,1,3,0,0
14019,17,8,2,2,0
47598,13,5,4,2,0
55908,17,1,7,2,0
70541,18,9,7,5,0
113943,13,8,9,1,1
74520,19,4,3,6,0
160078,5,8,7,1,1
107547,7,7,6,1,1
66996,6,7,7,3,0
103531,19,1,7,0,1
153118,17,6,5,5,1
47120,17,4,9,4,1
22261,14,2,7,5,0
27838,19,7,7,2,0
135097,21,9,3,1,1
139635,18,5,1,5,1
57253,21,8,5,0,0
61109,20,5,8,2,0
88038,20,7,5,3,0
99646,1,7,3,4,1
172724,7,9,9,2,1
56371,20,3,2,6,0
9897,10,1,3,4,0
86230,17,2,4,5,0
72042,22,6,1,2,0
118165,12,9,4,3,1
14065,8,3,4,5,0
13833,8,2,9,0,0
184395,16,1,8,4,1
127282,6,2,2,4,1
158098,8,3,7,0,1
159955,21,7,6,7,1
83460,0,2,7,7,0
167566,1,5,4,6,1
108478,3,2,5,7,1
195968,13,7,6,4,1
28387,3,8,9,7,1
82204,1,8,2,5,1
161608,7,8,9,1,1
87016,17,9,1,6,0
3288,18,1,4,0,0
91305,13,1,5,3,1
97449,19,2,9,6,1
137937,9,6,6,2,1
182798,16,1,4,7,1
141979,7,5,2,2,1
10304,13,5,5,0,0
189116,20,4,8,7,1
42220,22,5,8,1,0
103003,7,1,6,5,1
153830,4,6,1,3,1
37181,15,7,8,2,0
35086,7,8,4,2,0
79422,9,2,2,5,0
94919,7,7,1,1,1
130115,8,6,7,4,1
50404,17,9,2,6,0
65692,2,8,4,0,1
58648,16,4,4,1,0
98547,19,9,1,1,1
40086,14,1,2,1,0
74195,20,6,1,1,0
91694,16,8,6,4,1
88381,7,4,3,5,0
66251,1,2,1,3,0
73698,16,2,8,6,1
28314,17,1,4,1,0
38845,4,5,7,6,0
173720,8,6,2,1,1
141853,8,4,6,0,1
138156,1,4,6,2,1
158751,1,5,7,4,1
90910,18,5,1,1,1
186105,22,9,1,7,1
158571,2,8,2,3,1
162653,16,9,2,3,1
1044,13,3,5,3,0
94093,13,3,1,7,1
9214,13,1,2,0,0
39946,5,6,6,3,0
32696,2,4,3,5,0
104187,0,8,4,0,1
7007,15,2,1,4,0
159286,3,2,5,3,1
25109,0,7,4,2,1
84946,16,5,8,1,0
50341,17,1,3,4,0
166897,7,7,1,5,1
19096,1,7,5,2,1
137219,17,6,1,4,1
28867,15,4,5,5,0
16447,9,8,9,3,0
102163,7,2,5,4,1
24202,11,2,2,4,0
4363,21,2,2,4,0
108685,15,3,9,0,1
67538,11,6,5,7,0
96459,10,1,8,2,1
161712,19,2,4,6,1
130351,18,2,2,5,1
194941,0,1,4,7,1
172015,2,3,4,3,1
27790,11,7,9,1,0
3094,8,1,6,3,0
103633,20,7,6,3,1
67646,21,5,5,0,0
138549,4,9,6,0,1
78672,0,2,1,4,0
26567,9,1,5,7,0
131220,16,9,6,3,1
168150,3,8,8,2,1
47706,14,6,4,0,0
98212,18,5,5,5,1
73514,7,8,4,7,0
93245,22,8,7,0,1
180394,14,5,6,2,1
48215,6,7,4,0,0
89706,14,1,6,6,0
40747,7,4,4,2,0
54707,22,2,8,7,1
188582,9,3,3,6,1
22096,17,1,8,6,1
186093,3,2,2,1,1
83797,14,1,6,2,0
46122,10,8,8,1,0
40248,21,4,1,5,0
67864,2,3,6,4,0
92001,14,1,9,4,1
90824,2,2,2,7,1
124866,14,3,1,7,1
8988,5,3,2,7,0
170331,0,6,5,6,1
173369,13,8,6,0,1
99041,15,6,1,2,1
155646,0,2,7,0,1
17433,20,2,4,2,0
36455,16,7,9,7,1
129786,7,1,6,0,1
197430,17,1,9,4,1
162317,15,7,1,5,1
103270,5,9,4,4,1
75775,9,5,2,0,0
181026,9,1,6,2,1
67764,4,5,4,3,0
86253,11,1,9,5,1
93716,19,9,3,2,1
35385,16,4,1,0,0
148705,13,9,1,2,1
163796,13,2,9,7,1
47096,2,7,9,1,1
47047,11,2,5,2,0
159128,19,4,2,4,1
51130,17,6,9,6,1
189769,11,2,8,4,1
42543,1,2,6,1,0
128444,1,2,7,5,1
65564,16,3,6,2,0
128119,9,5,5,5,1
135124,17,9,4,3,1
188052,21,6,7,2,1
183373,18,9,4,4,1
120554,20,5,9,6,1
124544,0,6,5,4,1
112275,23,8,8,5,1
42560,3,3,6,0,0
153968,3,2,4,4,1
162918,1,3,3,0,1
115,18,9,6,4,0
49857,20,6,1,7,0
157129,11,4,2,4,1
81641,9,3,7,6,0
21392,12,2,4,3,0
122794,21,4,5,0,1
163048,22,9,1,0,1
191899,19,4,2,4,1
47146,22,5,4,7,0
14917,14,8,8,0,0
9859,2,2,4,4,0
179604,22,3,3,4,1
6512,19,6,3,5,0
188929,12,7,5,2,1
20604,7,4,3,0,0
108600,6,1,8,6,1
8607,23,7,5,1,0
21150,7,9,7,5,0
135992,17,1,8,0,1
139007,8,1,5,6,1
100253,5,1,8,7,1
13687,3,7,3,0,1
57832,14,9,7,3,0
52021,4,3,8,1,0
176671,4,8,7,1,1
117834,6,9,2,6,1
130204,8,3,8,3,1
138012,6,3,6,3,1
196249,8,1,3,0,1
31540,19,2,4,2,0
35283,9,7,7,6,0
96272,3,3,3,3,1
133561,5,7,1,1,1
186248,23,5,6,6,1
114615,13,8,3,1,1
123283,8,5,6,0,1
66399,0,3,3,6,0
115603,16,9,6,2,1
39123,12,7,4,4,0
181201,23,5,4,6,1
40041,6,7,2,3,0
185122,8,9,4,3,1
121777,10,5,4,0,1
76154,2,7,7,5,1
65463,11,9,5,5,0
61842,20,1,8,2,0
45315,2,4,7,1,0
47957,14,1,9,1,0
55576,20,8,8,4,1
159345,9,3,9,1,1
140567,0,2,1,5,1
59868,13,4,3,5,0
103691,19,3,5,7,1
46329,5,5,9,3,0
157811,1,8,8,4,1
111806,22,8,7,2,1
62683,7,7,2,4,0
160096,0,8,6,6,1
126111,3,5,4,2,1
30204,3,6,5,5,0
37694,4,8,5,1,1
3764,19,1,4,0,0
10628,8,6,4,4,0
159362,22,6,4,4,1
197205,12,5,2,3,1
192333,17,4,1,7,1
128504,16,1,2,7,1
32999,0,8,7,7,1
71079,21,6,1,3,0
17341,14,3,6,5,0
46311,1,3,4,2,0
63572,15,6,2,7,0
31446,19,7,3,0,0
81296,21,8,7,6,0
104551,4,5,6,3,1
103008,21,6,6,3,1
173392,18,1,8,1,1
149114,4,6,8,1,1
49267,1,9,6,5,1
36473,6,4,1,7,0
67243,2,1,7,5,0
120723,16,9,8,3,1
110113,23,4,5,2,1
2116,23,2,4,6,0
69210,2,1,7,7,0
177481,12,3,6,0,1
7374,6,7,6,3,0
15848,23,2,3,2,0
151347,2,9,4,2,1
11926,14,2,5,7,0
83108,17,5,9,3,0
129388,9,8,8,7,1
165301,22,8,3,2,1
154662,6,3,6,4,1
105723,8,2,1,7,1
172607,4,9,3,2,1
139692,19,3,7,3,1
83206,7,8,7,2,0
193049,13,2,2,7,1
150970,3,3,3,6,1
54738,19,1,7,3,0
69172,13,6,6,1,0
67409,11,7,7,3,0
161066,1,4,9,2,1
194135,12,1,8,3,1
124824,0,3,6,0,1
185739,19,9,4,3,1
127943,6,5,9,3,1
35426,8,6,7,7,0
186231,16,4,5,0,1
5179,20,1,2,0,0
157010,22,5,9,0,1
121512,12,5,7,5,1
87440,22,5,9,4,1
178281,9,6,9,5,1
85311,15,2,5,3,0
156766,5,1,7,5,1
42849,15,2,5,7,0
167464,10,6,3,5,1
118292,19,5,8,0,1
74634,2,5,8,0,0
79333,8,6,9,1,0
51918,14,7,6,5,0
112010,12,9,2,4,1
13529,9,7,3,7,0
57848,19,2,6,7,0
48907,23,6,1,7,0
7240,12,9,2,3,0
63326,16,7,8,6,1
146073,6,2,8,7,1
88915,5,3,6,6,0
28625,12,8,3,2,0
20591,16,9,2,4,0
199988,14,4,6,4,1
166152,3,9,1,1,1
8178,14,2,6,3,0
91754,13,5,9,3,1
129201,20,2,7,0,1
179876,10,1,9,0,1
17097,23,5,2,4,0
132040,3,2,5,1,1
157570,2,7,9,3,1
97456,1,8,7,1,1
113811,19,2,9,2,1
21346,9,7,6,6,0
151733,12,4,7,3,1
147426,19,1,5,0,1
34612,20,3,6,4,0
57965,22,1,1,1,0
