age,monthly_income,loan_amount,credit_history_years,existing_debt,employment_years,debt_to_income,loan_approved
47,160361,430172,8,232911,12,1.4524167347422379,1
30,130359,1662042,11,96058,8,0.7368727897575158,1
46,153999,1917829,2,87876,3,0.5706270819940389,1
39,194402,504151,7,609654,11,3.136047983045442,1
59,81707,591287,10,537691,8,6.5807213580231805,1
23,80428,1554314,14,342196,12,4.254687422290744,1
33,65601,1399432,8,772838,15,11.780887486471244,1
48,148611,1294199,7,261420,5,1.7590891656741425,1
40,126487,745532,3,477843,9,3.777803252508163,1
48,168741,345866,11,335639,12,1.989077936008439,1
28,166716,847057,0,163004,6,0.9777345905611939,0
59,164817,248237,3,358234,18,2.1735257892086373,1
21,43228,581147,13,298845,18,6.913227537707042,1
23,180593,1009113,8,396601,16,2.196103946443107,1
33,137788,1010811,1,776684,12,5.6368043661276745,0
48,112239,685274,2,581529,12,5.181166974046454,1
45,41928,1855518,9,665727,1,15.877862049227247,0
53,33322,1382559,7,65030,9,1.9515635316007443,0
58,102896,1387936,5,701865,12,6.821110635981962,1
26,77292,889385,7,164404,8,2.127050665010609,1
52,44055,1576273,6,207397,0,4.707683577346499,0
41,57891,1552385,13,479702,13,8.286296660966299,1
36,96912,99522,12,418779,15,4.321229569093611,1
41,152660,280233,12,105185,19,0.6890148041399188,1
31,105536,448102,4,36404,14,0.3449439053972104,1
57,21304,1471969,8,55182,0,2.590217799474277,0
56,22345,57485,3,295135,16,13.208100246140075,0
55,175372,1523247,5,628889,12,3.5860285564400245,1
39,170331,1865920,1,703023,14,4.127393134543918,0
40,106006,162701,14,646290,15,6.096730373752429,1
38,161424,257352,1,345992,15,2.1433739716522946,0
34,144350,1725502,1,225461,1,1.5619050917907862,0
35,179437,234514,9,608434,16,3.390794540702308,1
51,34446,495093,6,488195,10,14.17276316553446,0
21,17336,848658,12,572285,7,33.01136363636363,0
23,77032,667693,1,531458,19,6.899184754387787,0
36,112852,1907596,14,144375,2,1.279330450501542,1
43,153593,1308624,14,333887,11,2.1738425579290723,1
31,169553,1785645,11,471068,19,2.7782935129428554,1
32,33474,1055535,14,35187,15,1.0511740455278724,0
30,192832,87019,12,720394,13,3.73586334218387,1
52,70718,1012452,1,657253,15,9.293998699058232,0
36,59629,1360073,14,669113,16,11.22126817488135,1
28,60232,639421,8,38090,10,0.6323880993491832,1
58,101544,1999452,6,469984,16,4.628377846056882,1
32,65669,1820394,10,777766,18,11.843731441014786,1
44,84184,429747,2,318174,0,3.779506794640312,1
48,194017,208598,2,541797,11,2.7925233355839953,1
28,28140,702873,6,68653,14,2.4396943852167734,0
48,141468,1543990,4,692289,17,4.893608448553737,1
56,98457,1868036,9,391770,13,3.979097474024193,1
46,29357,1591326,13,266186,0,9.06720713969411,0
28,126672,879827,13,193646,12,1.5287198433750158,1
48,83673,467247,5,299345,14,3.5775578741051475,1
48,136673,518758,12,747642,6,5.470297717910634,1
57,80633,1748678,11,538304,14,6.6759763372316545,1
56,111111,1005205,7,287166,19,2.5844965844965846,1
47,93258,424743,8,756322,9,8.109995925282549,1
37,158996,75939,0,552226,13,3.4732068731288837,0
29,84286,1016649,2,174750,5,2.0732980566167574,1
53,108269,987828,10,260710,13,2.407983818082738,1
40,89071,1252515,6,232320,11,2.608256334834009,1
33,45651,836635,5,367658,10,8.053668046702153,1
48,85202,984048,6,712165,19,8.358547921410295,1
49,63777,983403,7,657346,18,10.306944509776251,1
33,163066,1914071,5,76478,1,0.46900028209436667,1
55,82263,1713744,2,405377,19,4.927816880006808,1
26,115158,578036,1,127101,0,1.1037096858229563,0
38,25800,1334670,11,356843,7,13.831124031007752,0
25,52823,1477989,6,716284,13,13.560077996327358,0
45,78878,917196,11,494527,8,6.269517482694795,1
22,33708,1250532,11,361417,1,10.721994778687552,0
30,158891,1254831,11,729668,4,4.592255067939656,1
50,78870,1049074,10,756488,7,9.591581082794471,1
25,24283,514462,0,588033,15,24.215830004529916,0
53,176645,944468,2,132283,15,0.7488635398680971,1
21,93707,724619,11,393445,12,4.198672457767296,1
38,177005,1789895,10,381116,19,2.153136917036242,1
52,20774,952957,3,441758,14,21.264946567825167,0
31,157055,1525249,12,101489,0,0.6462003756645761,1
41,111468,397823,13,556107,2,4.988938529443428,1
46,111334,1224405,0,47779,5,0.4291501248495518,0
45,33133,1226792,4,737781,13,22.267256209821024,0
42,161011,1688765,9,354388,3,2.2010173217978894,1
47,15781,1866250,2,589872,17,37.3786198593245,0
33,129586,225607,1,413166,14,3.188353680181501,0
53,42624,459319,14,670533,8,15.731348536036036,0
54,21823,1720910,2,248815,17,11.401503001420519,0
55,33489,402156,7,377218,2,11.263937412284632,0
21,186033,1701142,5,361417,9,1.9427574677610961,1
41,44118,324535,12,254957,16,5.778979101500521,1
26,115417,1201052,13,595644,6,5.160799535597009,1
48,96816,996405,6,145364,14,1.5014460419765328,1
37,168335,432865,11,527340,0,3.1326818546351025,1
25,28565,671825,5,306521,10,10.730649396114126,0
51,166426,1966167,5,198910,16,1.195185848365039,1
25,189023,967472,11,329963,4,1.7456235484570661,1
58,106179,231429,2,146692,6,1.3815537912393223,1
23,38648,1316556,11,30461,18,0.7881649761954047,1
43,196801,1602127,12,9472,14,0.04812983673863446,1
57,56971,871935,13,112036,2,1.9665443822295554,1
57,33658,1585251,7,188674,14,5.605621249034405,0
30,36253,1173979,11,287667,4,7.93498469092213,1
30,194635,638574,6,686126,11,3.5251933105556557,1
39,172462,386986,6,590348,19,3.4230613120571487,1
37,103664,154927,5,271223,4,2.6163663373977464,1
41,197650,1899916,4,663759,2,3.3582544902605616,1
34,118850,535833,9,322870,8,2.716617585191418,1
29,178730,1542418,7,355050,8,1.986515973815252,1
21,152924,349372,4,278676,6,1.8223169679056264,1
33,148623,73386,8,475573,1,3.199861394266029,1
24,86947,1276402,8,43162,15,0.49641735770066825,1
21,76001,1602734,0,273497,8,3.5985973868764884,0
52,195231,1389022,5,112313,12,0.5752826139291404,1
54,137775,1421535,6,28477,18,0.20669207040464527,1
48,197779,302156,2,679930,19,3.4378270696079967,1
51,48243,1052252,6,86373,16,1.790373732976805,1
28,167872,899776,10,693464,5,4.130909264201296,1
59,90939,1003122,10,718730,3,7.903429771605142,1
46,72828,1996611,6,528839,0,7.2614791014444995,1
54,153311,519450,13,68359,17,0.44588450926547996,1
23,21710,373258,12,448096,18,20.640073698756332,0
32,167456,298724,10,143988,8,0.8598557232944773,1
21,167110,251202,1,126150,12,0.7548919873137454,0
25,186918,1124101,6,473919,7,2.535437999550605,1
50,52991,1178394,14,696805,12,13.14949708441056,0
50,153043,164589,0,309780,14,2.0241370072463294,0
37,175211,1243982,4,467143,10,2.6661739274360627,1
43,100445,669003,8,351060,11,3.495047040669023,1
35,95257,243839,6,107967,13,1.1334285144398837,1
57,52711,843076,6,94455,3,1.7919409610897157,1
41,21530,413298,10,783123,0,36.373571760334414,0
34,26116,556453,12,461063,3,17.6544264052688,0
22,80794,1000437,11,175405,18,2.1710151743941384,1
31,146354,307438,1,239646,8,1.637440725911147,0
59,147970,879901,7,189937,9,1.2836183010069608,1
58,19135,476903,2,472312,3,24.68314606741573,0
54,152701,943041,14,385007,19,2.521312892515439,1
58,124472,495872,7,61192,8,0.49161257150202453,1
54,140147,460591,2,191758,12,1.368263323510314,1
38,104087,1605811,9,235161,11,2.259273492366962,1
50,48380,1612527,6,685852,10,14.176353865233567,0
35,144951,1425926,1,676341,11,4.665997475008796,0
47,32071,932894,3,286287,17,8.926662717096443,0
54,35074,1790543,10,715637,11,20.403632320237215,0
58,82843,1706042,5,107044,15,1.2921308982050383,1
53,54901,1798322,10,505173,4,9.201526383854574,1
44,26205,1877330,8,181062,19,6.9094447624499145,0
35,139661,489503,4,652694,11,4.673416343861207,1
50,20906,1185300,12,456104,10,21.816894671386205,0
37,148663,803492,8,69351,8,0.46649805264255395,1
25,140576,146393,14,490588,17,3.4898417937628046,1
49,77987,1699176,4,705359,2,9.044571531152627,1
24,95685,1960332,9,234085,19,2.4464127083659926,1
30,125454,645484,7,758171,16,6.0434183047172665,1
37,120487,1692878,12,498095,13,4.134014457991318,1
30,69400,451426,12,70309,0,1.0130979827089337,1
37,171222,1764858,0,686093,16,4.007037647031339,0
40,46852,1528081,6,119156,7,2.5432425510116965,1
44,188942,1620889,3,338144,4,1.7896709042986736,1
25,67756,1131916,4,441848,4,6.521164177342228,1
54,130357,351994,5,21576,8,0.16551470193391993,1
26,134052,1024488,4,527608,2,3.93584579118551,1
22,71481,1595491,11,666110,18,9.318700074145577,1
33,16283,687999,0,627290,8,38.52422772216422,0
31,48691,789538,11,184535,17,3.789920108438931,1
43,147197,1109670,8,26572,15,0.1805199834235752,1
36,41170,1972967,1,280092,0,6.8033033762448385,0
51,23438,1000922,8,520114,1,22.191057257445173,0
31,35095,1890749,9,640816,13,18.25946716056418,0
36,162226,1734449,1,694186,13,4.2791291161712675,0
28,154076,515590,8,89051,0,0.577968015784418,1
24,24752,1609067,5,191303,15,7.728789592760181,0
24,70426,1483284,10,746716,14,10.602845539999432,1
45,41819,1167374,8,781700,14,18.692460364905905,0
23,107051,952458,12,203305,11,1.8991415306722963,1
52,170289,251604,5,306822,15,1.8017722812395398,1
23,47994,160130,5,799395,13,16.656144518064757,0
47,161108,858596,12,457576,14,2.8401817414405244,1
49,112756,740955,10,573722,14,5.088172691475398,1
52,195488,80257,13,66617,18,0.3407728351612375,1
39,155659,457427,1,641857,7,4.1234814562601585,0
41,110665,932421,7,731672,1,6.611593548095604,1
25,146717,972736,2,510874,1,3.4820368464458786,1
38,177002,1035257,6,369792,9,2.0891967322403135,1
48,96835,1151267,4,81494,2,0.8415758764909382,1
42,137232,1702632,2,744265,16,5.423407077066574,1
41,176162,468829,0,601513,7,3.4145445669327095,0
26,198214,588314,7,82867,3,0.4180683503687933,1
21,172547,799450,2,168600,13,0.9771250731684701,1
25,164960,1391628,1,779957,9,4.728158341416101,0
32,58732,593898,0,458818,0,7.812061567799496,0
46,61305,1276294,3,615036,3,10.032395400048935,1
54,192109,1596933,12,254265,0,1.3235454871973724,1
34,24346,375329,7,519493,16,21.337919986856157,0
46,15587,908999,12,164404,16,10.547507538333226,0
47,27763,1277222,2,653817,6,23.54994056838238,0
29,84615,1091482,13,484353,19,5.7241978372628965,1
46,182188,1616996,0,264395,14,1.451220717061497,0
42,135987,1320699,3,682387,12,5.018031135329112,1
50,106353,1593812,8,97382,1,0.915648829840249,1
37,110648,872614,12,479767,18,4.335975345238956,1
46,40556,968074,0,9583,12,0.2362905611993293,0
56,74042,1589582,11,574675,10,7.761473217903352,1
21,33099,593576,13,285248,14,8.618024713737576,0
28,124089,915256,10,536512,9,4.323606443762139,1
55,191168,1707289,1,449274,8,2.350152745229327,0
35,159302,50917,8,227444,8,1.4277535749708101,1
42,175081,1960610,1,340716,19,1.9460478292904426,0
34,48866,1062544,12,466690,0,9.550403143289813,1
46,120400,901007,2,266285,16,2.211669435215947,1
48,99246,908950,6,678710,11,6.8386635229631425,1
43,91975,827475,2,468298,9,5.09157923348736,1
34,187927,1137680,8,136149,4,0.7244781218238997,1
44,96557,723422,5,570303,17,5.906386901001481,1
22,152488,329143,2,171929,14,1.1274919993704422,1
46,87516,312091,8,756556,5,8.644773527126468,1
34,164130,1553637,0,190912,6,1.163175531590812,0
27,186790,453157,9,5577,16,0.029857058729054017,1
23,47602,635457,2,50711,5,1.0653123818326962,1
43,173588,1253118,0,563739,7,3.247568956379473,0
38,144295,1228320,1,493027,11,3.416798918881458,0
58,102969,1995692,11,704463,13,6.841505695889054,1
55,147161,109821,7,421863,11,2.8666766330753393,1
35,183418,1316317,6,559119,9,3.048332224754386,1
45,156559,299265,1,249402,19,1.5930224388249796,0
57,15155,487651,1,755664,14,49.86235565819862,0
48,138950,1496321,8,244942,6,1.7628067650233896,1
30,82494,1312703,12,95119,8,1.1530414333163623,1
59,91229,324336,12,342776,9,3.757314011991801,1
37,119648,1434822,5,767754,9,6.416772532762771,1
59,53547,253834,4,748224,15,13.97321978822343,0
42,43795,1857402,9,585842,6,13.376915172964951,0
46,36447,1999902,5,50755,4,1.3925700331988915,0
45,182670,1185371,8,153412,2,0.8398313899381398,1
37,187886,1263735,10,588172,17,3.130472733466038,1
33,102960,378821,6,541770,10,5.261946386946387,1
40,78278,709987,14,54225,14,0.6927233705511127,1
45,70077,293877,9,189921,19,2.7101759493128985,1
24,127782,1297874,9,599142,4,4.688782457623139,1
30,117932,1597419,13,565544,11,4.795509276532239,1
23,155600,970759,8,240617,3,1.5463817480719795,1
38,196172,1811369,3,108721,14,0.5542126297330914,1
56,124869,186285,1,605398,8,4.848264981700822,0
42,154251,1200988,11,113606,6,0.7365008978872098,1
54,63781,1642268,7,538938,9,8.449820479453129,1
28,170024,166545,3,177190,12,1.0421469910130334,1
39,68798,1517172,12,28930,7,0.4205064100700602,1
57,113696,1320704,8,741067,11,6.517968969884604,1
26,65939,724533,14,260102,18,3.9445851468781754,1
46,44516,1806963,14,362544,0,8.144127953994069,0
54,156521,1908997,3,273945,15,1.7502124315587047,1
26,65290,835945,14,575648,16,8.816786644202788,1
57,141688,1468826,7,147631,17,1.0419442719214047,1
53,101661,336663,8,294478,10,2.8966663715682515,1
42,87954,831163,12,236545,17,2.689417195352116,1
41,37746,1907447,8,13288,6,0.3520373019657712,0
26,82990,1479290,9,677758,17,8.166742981082058,1
26,73810,1044453,3,207302,7,2.808589622002439,1
24,133362,64995,0,798623,5,5.988384997225596,0
50,161295,73559,14,280195,6,1.7371586223999504,1
31,148669,571244,2,61715,9,0.41511680309950294,1
50,17659,1449769,8,10737,10,0.6080185740981936,0
51,101516,448237,3,589428,12,5.806257141731352,1
44,89567,672288,4,680611,8,7.598903614054284,1
29,30037,1775055,6,182047,6,6.06075839797583,0
23,141498,494755,4,267291,8,1.8890090319297799,1
51,192810,538051,3,574796,12,2.9811524298532235,1
57,27109,875782,14,314368,2,11.596443985392305,0
56,37010,489439,1,281787,2,7.613807079167793,0
44,23787,1124093,14,301111,0,12.658637070668853,0
51,154544,1570445,1,103535,19,0.6699386582461953,0
26,169455,465466,12,296952,1,1.752394441002036,1
22,76709,1314134,12,512438,2,6.680285233805681,1
40,49518,526111,3,722648,14,14.59364271578012,0
48,68909,925564,9,583247,5,8.464017762556415,1
31,33351,534282,12,395065,12,11.845671793949206,0
24,199402,1558590,9,330322,0,1.6565631237399825,1
35,30282,1545991,12,722496,19,23.85892609470973,0
26,167850,1615615,14,191812,18,1.1427584152517127,1
50,170336,1944554,8,112255,0,0.6590209938004884,1
58,20075,571396,7,610610,1,30.416438356164385,0
22,194526,1204262,2,508522,14,2.614159546795801,1
35,43365,1711015,14,1132,13,0.02610400092240286,0
31,194272,1364047,13,693619,18,3.5703498188107394,1
28,26002,1743182,8,751972,10,28.919775401892164,0
46,28947,997272,13,259427,14,8.962137699934363,0
25,109840,769778,4,431779,5,3.9309814275309543,1
26,131219,1586178,10,485443,19,3.699487116957148,1
46,93610,1084451,2,633123,8,6.76341202862942,1
24,67142,1796724,4,142003,4,2.114965297429329,1
39,71307,1738809,12,782516,19,10.973901580489994,1
40,150565,1312032,9,597457,1,3.96810015607877,1
53,65085,358974,12,260529,5,4.002903894906661,1
40,49228,102446,3,443855,17,9.016311855041845,1
32,197947,1072582,7,253608,18,1.2811914300292502,1
21,177727,1506952,12,758673,8,4.268754888114918,1
46,58472,761943,11,714261,5,12.21543644821453,0
34,64437,1525790,4,624705,13,9.694818194515573,1
58,195488,994734,9,525332,12,2.6872851530528727,1
57,74711,190148,11,177763,10,2.3793417301334476,1
31,152888,1692205,7,231807,11,1.5161883208623306,1
56,92175,81085,8,24363,18,0.2643124491456469,1
33,79307,1416291,3,308838,18,3.8942085818401906,1
23,61733,1506507,6,394798,18,6.395250514311632,1
53,143202,574006,1,336473,12,2.349638971522744,0
26,110028,1489028,5,1620,13,0.014723524920929218,1
30,157312,1104326,7,324368,17,2.0619406021155413,1
25,107493,1998939,11,449871,11,4.18511903100667,1
43,140149,390912,6,95419,3,0.6808396777715146,1
30,178834,1610336,6,692894,9,3.874509321493676,1
22,23259,85903,7,496712,16,21.35569027043295,0
33,196211,1302137,6,726989,3,3.7051388556197153,1
22,143775,1713900,4,180324,11,1.2542097026604069,1
40,29849,662242,6,317953,12,10.652048644845724,0
21,96768,562493,12,546547,3,5.648013806216931,1
57,121108,1526106,13,20655,9,0.170550252667041,1
29,104709,1540017,9,450400,2,4.301444956976,1
37,69869,1055489,2,21602,14,0.30917860567633715,1
29,141888,919446,4,666470,1,4.69715550293189,1
31,78095,1526971,6,342962,16,4.391599974390166,1
35,132886,691593,14,525825,5,3.956963111238204,1
44,85910,1604209,8,410354,7,4.77655686183215,1
58,38567,1517130,14,780498,2,20.23745689319885,0
55,50292,1584227,1,701562,17,13.949773323789072,0
50,89813,250753,3,171236,0,1.9065836794228006,1
51,112136,82101,11,89743,15,0.8003049868017408,1
25,66631,52775,6,447875,6,6.721721120799628,1
34,24885,1734361,0,86155,2,3.4621257785814747,0
31,81314,540399,12,89846,3,1.1049265809085766,1
29,80087,95619,1,758795,8,9.474633835703672,0
54,175237,1350964,8,292706,4,1.6703435918213618,1
32,110998,462755,12,716112,18,6.45157570406674,1
55,64812,1856210,9,607337,14,9.370749243967166,1
55,196572,1942132,6,239647,7,1.2191309036892335,1
21,73643,115149,11,330825,5,4.492280325353394,1
42,59900,76616,9,289962,17,4.840767946577629,1
49,189018,796055,6,319849,18,1.6921615930757916,1
28,153923,1284215,5,544392,14,3.5367813777018378,1
31,31288,1791035,2,386480,6,12.352339555100997,0
57,87692,256903,9,652192,9,7.437303288783469,1
34,153440,1329894,2,626787,5,4.084899635036496,1
50,100436,1946807,1,751624,13,7.483611454060297,0
55,61403,1088218,10,424632,16,6.915492728368321,1
41,106170,402365,5,173084,8,1.630253367241217,1
57,24168,951311,3,524156,18,21.68801721284343,0
25,64879,337623,4,461261,4,7.1095577921977835,1
39,74871,411309,2,676760,6,9.039013770351671,1
34,47174,105863,5,310414,18,6.580192478907873,1
46,152653,1271691,10,203141,19,1.3307370310442639,1
24,125155,1967577,11,643703,6,5.143246374495625,1
45,86853,545654,2,443049,1,5.101136402887637,1
45,79046,1601899,13,194716,15,2.463325152442881,1
38,64678,1507200,14,604494,12,9.34620736571941,1
28,41649,827635,13,331612,7,7.9620639151000026,1
59,142795,763340,7,190545,5,1.3343954620259812,1
34,103668,1050460,8,431544,5,4.16275031832388,1
52,160639,328495,3,430000,8,2.6768094920909618,1
58,104906,1233779,14,23723,3,0.22613577869711932,1
53,111019,297908,8,721615,10,6.499923436528882,1
43,93002,881257,11,524362,4,5.6381798240898044,1
35,43803,1896357,6,779533,16,17.796338150354998,0
53,164302,1290579,2,288642,19,1.7567771542647077,1
45,163934,1929262,6,720882,6,4.3973916332182466,1
37,189427,1923233,13,621169,14,3.279199902864956,1
53,177331,1596175,0,413757,14,2.333246866030192,0
22,45795,1373173,2,570217,13,12.451512173818102,0
34,23770,1772750,5,123199,12,5.182961716449306,0
59,26093,1772199,3,231525,10,8.873069405587705,0
26,192643,651982,6,288172,12,1.4958861728689856,1
26,146265,1638599,13,29545,8,0.20199637644002325,1
23,115311,983334,2,603857,9,5.2367683915671535,1
27,32569,1932901,0,31673,3,0.9724891768245878,0
28,26190,750033,8,424190,16,16.196639938907982,0
35,77824,963438,14,452115,13,5.809454666940789,1
49,188824,794822,5,416313,17,2.2047674024488413,1
53,178399,619354,7,355288,10,1.991535826994546,1
50,57070,1854251,2,326968,15,5.729244787103557,1
59,55197,184445,7,23525,0,0.42620069931336846,1
47,17261,453551,1,582092,6,33.72295927234807,0
56,172584,991245,11,146115,9,0.8466312056737588,1
49,152788,1895700,3,566134,8,3.7053564416053617,1
58,101795,619829,2,77261,2,0.7589861977503807,1
53,43933,1263705,9,757600,13,17.244440397878588,0
57,150450,641271,0,500827,14,3.3288600864074445,0
47,55583,1773519,14,184100,1,3.312163791087203,1
53,127082,203837,12,7265,13,0.057167812908201006,1
24,100371,764647,12,206724,15,2.059598888125056,1
42,175105,957179,6,15733,6,0.08984894777419263,1
22,170072,921535,10,615326,3,3.618032362764006,1
30,126032,1833611,9,299564,17,2.376888409292878,1
25,57604,227597,1,664607,4,11.537514755919728,0
30,110074,1792166,3,458365,5,4.164153206025038,1
53,88869,1085408,8,21058,6,0.2369555187973309,1
58,20410,1511312,5,246301,14,12.06766291033807,0
33,98375,528454,7,297073,0,3.019801778907243,1
51,111055,1543726,1,162434,3,1.4626446355409481,0
56,152868,1386286,6,610777,0,3.9954535939503364,1
44,101716,909625,5,608952,10,5.986786739549333,1
35,69245,546440,12,702716,17,10.1482561917828,1
49,58056,1521926,13,77597,13,1.3365888108033623,1
28,163781,1502137,8,792473,10,4.838613758616689,1
25,73557,826372,6,78209,9,1.063243471049662,1
49,32543,695303,0,782397,16,24.04194450419445,0
24,183490,222257,13,192941,3,1.0515068941086707,1
32,111038,1869400,7,676419,14,6.091779390839172,1
22,162796,1322597,10,624152,15,3.8339516941448193,1
47,18828,1753820,9,148620,12,7.8935627788400256,0
51,131656,1693608,14,408294,8,3.1012183265479734,1
56,32087,345599,2,398635,10,12.423567176738242,0
56,158677,1607009,13,166562,10,1.0496921418983218,1
46,46337,995522,1,207158,5,4.470682176230658,0
47,151554,366363,11,639446,0,4.21926178127928,1
25,80333,882423,2,1468,5,0.018273934746617204,1
40,197024,647904,10,286453,12,1.4538990173785935,1
31,151535,1710302,5,72255,4,0.47682053650971723,1
30,85448,166841,12,782366,14,9.15604812283494,1
58,19648,1763422,13,553006,17,28.14566368078176,0
26,145576,219934,2,225409,19,1.5483939660383579,1
28,48623,1875598,9,239967,13,4.935256977150731,0
43,50634,1681734,4,693201,14,13.690425405853775,0
46,190674,1185270,5,738925,4,3.8753317180108455,1
32,129598,287068,7,368697,3,2.844928162471643,1
46,64334,880288,6,375595,1,5.838203749183946,1
33,83648,151407,13,247113,6,2.954200937260903,1
38,37054,1592536,10,787199,9,21.244642953527286,0
45,85028,1654243,7,397111,15,4.6703556475513945,1
53,37207,901161,2,582314,9,15.650657134410192,0
32,96554,1520170,3,567256,17,5.875012946123412,1
56,167458,1335076,5,695457,16,4.153023444684638,1
24,98276,628641,10,408548,12,4.157149253123856,1
25,67781,755356,6,145693,0,2.1494666646995473,1
57,198852,1899039,8,601158,0,3.023142839901032,1
28,190271,1309720,12,542462,14,2.850996736234108,1
48,76035,1688846,0,564790,0,7.428026566712698,0
51,23210,86683,12,298818,5,12.874536837570012,0
29,59363,1212667,14,561548,12,9.459562353654633,1
49,93279,167797,7,722969,0,7.750608389884111,1
34,168504,1509410,7,704824,4,4.182832455015904,1
42,149393,1629451,5,596093,8,3.9900999377480875,1
31,96348,374934,3,195991,16,2.034198945489268,1
43,183455,1392200,2,783924,15,4.273113297538906,1
21,128816,1852466,10,185541,7,1.4403567879766488,1
57,138053,1774463,2,17194,16,0.12454636987244029,1
41,198965,335713,5,682171,14,3.42859799462217,1
46,181892,847583,12,655152,0,3.6018736393024433,1
56,81262,514310,7,518953,11,6.386170657872068,1
43,149832,1288822,6,568011,4,3.790985904212718,1
21,168262,1667603,10,231408,5,1.375283783623159,1
35,82411,607242,0,468451,0,5.684326121512905,0
41,38377,1080488,10,242113,0,6.308804752846757,1
29,192809,818223,5,76298,9,0.3957180422075733,1
29,53211,159373,6,583526,9,10.966266373494202,1
30,18744,608988,11,259425,2,13.840428937259922,0
46,39995,1060540,6,629721,16,15.744993124140517,0
55,163049,1222304,8,510609,18,3.131629142159719,1
45,49542,903220,10,107092,10,2.1616406281538896,1
46,25651,1693909,10,264291,17,10.303341000350864,0
31,114239,1529634,9,229991,1,2.013244163551852,1
58,93931,1767836,4,300589,8,3.2001043319032054,1
22,117112,964424,0,709163,16,6.055425575517454,0
27,31715,916491,1,192180,13,6.059593252404225,0
38,190481,1624745,14,630458,3,3.3098209270215926,1
47,170378,969134,3,347761,16,2.0411144631349116,1
54,165158,1905797,4,213482,16,1.292592547742162,1
47,160448,1486803,8,641404,11,3.997581771041085,1
37,76350,138059,10,664093,19,8.698009168303864,1
44,86425,1837430,14,795911,17,9.209268151576511,1
45,182708,882583,0,599649,2,3.2820073559997374,0
27,101120,492136,2,676664,10,6.691693037974684,1
26,129889,1732252,4,428910,17,3.3021272009177065,1
44,197721,248303,2,124232,3,0.6283197030158658,1
53,180682,561162,3,81171,16,0.4492478498134845,1
49,156130,523573,14,376295,17,2.410138986741818,1
42,89637,1363982,13,86296,4,0.9627274451398418,1
46,85194,379125,2,140562,13,1.6499049228818932,1
48,91917,957383,3,152324,9,1.6571907264162233,1
41,79200,959531,13,498506,14,6.294267676767677,1
27,120848,1180548,14,662222,0,5.479792797563882,1
37,121022,1436205,12,241535,15,1.9957941531291832,1
40,192691,1153298,12,332103,10,1.7235003191638427,1
40,163226,1974507,14,403666,19,2.4730496367000354,1
42,165611,231890,14,318166,5,1.9211646569370393,1
48,75058,997436,0,783258,15,10.435369980548376,0
27,77068,1367621,11,171999,1,2.231782322105154,1
21,114932,167473,7,755737,0,6.5755142171022865,1
52,176445,1590815,3,311997,8,1.7682393947122332,1
33,179226,320741,6,31826,11,0.17757468224476358,1
50,152103,1490351,1,712625,16,4.685147564479333,0
43,37785,1621836,1,596649,14,15.790631202858277,0
39,174741,1948917,5,240028,18,1.3736215312948878,1
52,109475,908823,13,340134,9,3.106955926010505,1
50,17282,789574,1,351931,11,20.364020368012962,0
49,180696,375437,14,217256,13,1.2023287731881172,1
49,194510,1866760,14,40736,8,0.20942882114030126,1
50,82534,206877,5,286674,12,3.473404899798871,1
36,177777,1583471,10,209124,2,1.1763276464334531,1
39,184316,1634738,14,178130,13,0.9664380737429198,1
38,89964,1847001,1,630368,9,7.006891645547108,0
21,183509,922834,3,467310,15,2.546523603746955,1
34,134006,1899087,6,336399,6,2.5103278957658612,1
22,65583,493066,7,660246,3,10.067334522665934,1
48,53392,384923,14,388742,19,7.280903506143242,1
50,22461,669696,2,224793,10,10.00814745558969,0
58,115123,1743470,13,642911,15,5.584557386447539,1
24,25516,170062,14,299531,19,11.738948110989183,0
21,163586,1110676,12,676935,3,4.138098614795887,1
28,136251,1417741,8,636548,16,4.671877637595321,1
49,182340,1082499,1,432859,12,2.3739113743555995,0
59,182860,1773736,7,453572,10,2.4804331182325274,1
23,77493,1488846,7,401072,2,5.175590053295136,1
52,51027,1293048,12,431385,8,8.454053736257276,1
30,108547,928878,13,691150,5,6.367287902936055,1
30,188921,1914445,3,293132,10,1.55161152015922,1
39,115127,284196,0,503195,15,4.3707818322374425,0
54,163930,257609,12,338592,18,2.0654669676081254,1
53,94003,725302,0,375574,4,3.9953405742369923,0
43,198467,333006,1,743264,13,3.7450256213879385,0
48,54758,323813,13,460522,16,8.410131852879944,1
52,69312,957651,14,665329,2,9.599044898430286,1
27,83670,759132,11,274548,3,3.2813194693438508,1
49,97279,1900924,13,402205,15,4.1345511364220435,1
28,30434,323022,8,458521,15,15.066077413419203,0
21,193847,839417,12,429199,3,2.214112160621521,1
23,90769,541121,1,765644,18,8.435082462074057,0
44,81677,1303296,1,170534,16,2.0879072443894855,0
43,98555,1664099,5,281504,12,2.8563137334483284,1
28,143379,331075,6,419503,0,2.9258329322983143,1
57,191806,1191452,12,196544,11,1.024702042688967,1
23,116665,574624,6,246512,3,2.1129901855740796,1
53,186675,879365,14,764325,10,4.094415427882684,1
48,83803,1052403,12,34160,4,0.4076226388076799,1
28,185404,1406256,8,268933,1,1.4505242605337534,1
54,106703,643792,5,158253,16,1.4831166883780211,1
55,36312,673502,13,669745,7,18.44417823309099,0
52,190251,1280796,7,65641,5,0.3450231536233712,1
44,132961,163936,10,610961,8,4.595039146817488,1
34,55379,66279,5,231322,12,4.177070730782426,1
